;;PA_1m;;PA_Stat1h;;PA_Stat1h;;PA_Stat1h;;TA_1m;;TA_Stat1h;;TA_Stat1h;;TA_Stat1h;;RH_1m;;RH_Stat1h;;RH_Stat1h;;RH_Stat1h;;DP_1m;;DP_Stat1h;;DP_Stat1h;;DP_Stat1h;;SR_1m;;SR_Stat1h;;SR_Stat1h;;SR_Stat1h;;PR_Sum;
time;status;Avg;status;Avg;status;Max;status;Min;status;Avg;status;Avg;status;Max;status;Min;status;Avg;status;Avg;status;Max;status;Min;status;DP;status;Avg;status;Max;status;Min;status;Avg;status;Avg;status;Max;status;Min;status;PR_Sum1h;
3/20/21 12:00:07 PM;VALID;1005.678;VALID;1005.913;VALID;1006.079;VALID;1005.677;VALID;29.694;VALID;28.933;VALID;30.091;VALID;28.013;VALID;59.997;VALID;65.027;VALID;72.755;VALID;57.076;VALID;21.098;VALID;21.657;VALID;22.921;VALID;20.287;VALID;827.753;VALID;766.845;VALID;871.705;VALID;193.058;VALID;0.0;
3/20/21 1:00:07 PM;VALID;1005.039;VALID;1005.361;VALID;1005.682;VALID;1005.031;VALID;30.474;VALID;30.095;VALID;30.758;VALID;29.344;VALID;55.953;VALID;57.154;VALID;60.579;VALID;54.447;VALID;20.691;VALID;20.672;VALID;21.785;VALID;19.835;VALID;901.997;VALID;725.452;VALID;979.718;VALID;127.989;VALID;0.0;
3/20/21 2:00:07 PM;VALID;1004.038;VALID;1004.568;VALID;1005.043;VALID;1003.993;VALID;30.607;VALID;30.717;VALID;31.195;VALID;30.204;VALID;53.777;VALID;54.784;VALID;57.691;VALID;52.924;VALID;20.171;VALID;20.568;VALID;21.672;VALID;19.912;VALID;433.134;VALID;814.392;VALID;987.211;VALID;168.802;VALID;0.0;
3/20/21 3:00:07 PM;VALID;1003.345;VALID;1003.711;VALID;1004.038;VALID;1003.345;VALID;31.339;VALID;31.278;VALID;31.796;VALID;30.548;VALID;51.107;VALID;51.717;VALID;55.38;VALID;48.239;VALID;20.022;VALID;20.149;VALID;21.204;VALID;19.373;VALID;707.257;VALID;732.102;VALID;900.708;VALID;156.356;VALID;0.0;
3/20/21 4:00:07 PM;VALID;1002.975;VALID;1003.119;VALID;1003.351;VALID;1002.945;VALID;30.589;VALID;31.084;VALID;31.458;VALID;30.589;VALID;55.921;VALID;53.277;VALID;56.145;VALID;50.236;VALID;20.789;VALID;20.46;VALID;20.938;VALID;19.775;VALID;528.196;VALID;620.153;VALID;706.304;VALID;528.196;VALID;0.0;
3/20/21 5:00:07 PM;VALID;1003.098;VALID;1003.019;VALID;1003.133;VALID;1002.859;VALID;29.54;VALID;30.129;VALID;30.602;VALID;29.526;VALID;60.821;VALID;58.545;VALID;60.821;VALID;55.727;VALID;21.175;VALID;21.104;VALID;21.514;VALID;20.676;VALID;333.96;VALID;439.816;VALID;527.523;VALID;333.96;VALID;0.0;
3/20/21 6:00:06 PM;VALID;1003.459;VALID;1003.295;VALID;1003.491;VALID;1003.057;VALID;28.387;VALID;28.967;VALID;29.593;VALID;28.379;VALID;64.191;VALID;63.796;VALID;66.687;VALID;60.705;VALID;20.966;VALID;21.408;VALID;21.735;VALID;20.966;VALID;121.523;VALID;226.479;VALID;333.306;VALID;121.523;VALID;0.0;
3/20/21 7:00:06 PM;VALID;1004.181;VALID;1003.812;VALID;1004.181;VALID;1003.454;VALID;26.539;VALID;27.479;VALID;28.39;VALID;26.539;VALID;75.345;VALID;69.614;VALID;75.348;VALID;63.31;VALID;21.818;VALID;21.403;VALID;21.822;VALID;20.627;VALID;1.177;VALID;35.372;VALID;120.981;VALID;1.177;VALID;0.0;
3/20/21 8:00:06 PM;VALID;1004.955;VALID;1004.545;VALID;1004.959;VALID;1004.168;VALID;25.536;VALID;26.029;VALID;26.55;VALID;25.536;VALID;79.492;VALID;77.997;VALID;79.508;VALID;75.338;VALID;21.724;VALID;21.888;VALID;21.979;VALID;21.724;VALID;0.0;VALID;0.092;VALID;1.14;VALID;0.0;VALID;0.0;
3/20/21 9:00:06 PM;VALID;1005.531;VALID;1005.261;VALID;1005.531;VALID;1004.945;VALID;24.722;VALID;25.166;VALID;25.58;VALID;24.706;VALID;82.032;VALID;80.523;VALID;82.188;VALID;79.152;VALID;21.446;VALID;21.572;VALID;21.704;VALID;21.44;VALID;0.0;VALID;0.001;VALID;0.037;VALID;0.0;VALID;0.0;
3/20/21 10:00:06 PM;VALID;1005.697;VALID;1005.69;VALID;1005.783;VALID;1005.512;VALID;24.034;VALID;24.349;VALID;24.748;VALID;24.03;VALID;85.227;VALID;83.518;VALID;85.273;VALID;81.685;VALID;21.397;VALID;21.373;VALID;21.431;VALID;21.322;VALID;0.075;VALID;0.027;VALID;0.112;VALID;0.0;VALID;0.0;
3/20/21 11:00:06 PM;VALID;1005.809;VALID;1005.767;VALID;1005.844;VALID;1005.676;VALID;23.428;VALID;23.718;VALID;24.024;VALID;23.428;VALID;89.069;VALID;87.254;VALID;89.077;VALID;85.161;VALID;21.522;VALID;21.471;VALID;21.586;VALID;21.364;VALID;0.056;VALID;0.068;VALID;0.112;VALID;0.0;VALID;0.0;
3/21/21 12:00:07 AM;VALID;1005.768;VALID;1005.759;VALID;1005.819;VALID;1005.706;VALID;22.146;VALID;23.151;VALID;23.467;VALID;22.146;VALID;91.223;VALID;90.232;VALID;91.378;VALID;89.097;VALID;20.645;VALID;21.454;VALID;21.65;VALID;20.645;VALID;0.0;VALID;0.017;VALID;0.093;VALID;0.0;VALID;0.0;
3/21/21 1:00:07 AM;VALID;1005.506;VALID;1005.66;VALID;1005.777;VALID;1005.506;VALID;21.932;VALID;22.062;VALID;22.38;VALID;21.667;VALID;93.894;VALID;93.185;VALID;94.936;VALID;91.244;VALID;20.902;VALID;20.91;VALID;21.287;VALID;20.642;VALID;0.0;VALID;0.001;VALID;0.037;VALID;0.0;VALID;0.0;
3/21/21 2:00:07 AM;VALID;1005.128;VALID;1005.298;VALID;1005.503;VALID;1005.124;VALID;21.407;VALID;21.803;VALID;22.347;VALID;21.276;VALID;91.874;VALID;92.295;VALID;93.861;VALID;91.073;VALID;20.03;VALID;20.489;VALID;21.176;VALID;20.015;VALID;0.0;VALID;0.012;VALID;0.093;VALID;0.0;VALID;0.0;
3/21/21 3:00:07 AM;VALID;1004.767;VALID;1004.924;VALID;1005.128;VALID;1004.752;VALID;21.002;VALID;21.114;VALID;21.414;VALID;20.818;VALID;93.268;VALID;92.941;VALID;93.983;VALID;91.791;VALID;19.872;VALID;19.925;VALID;20.126;VALID;19.777;VALID;0.093;VALID;0.019;VALID;0.112;VALID;0.0;VALID;0.0;
3/21/21 4:00:07 AM;VALID;1004.537;VALID;1004.52;VALID;1004.761;VALID;1004.36;VALID;20.74;VALID;20.799;VALID;20.999;VALID;20.713;VALID;94.504;VALID;94.055;VALID;94.504;VALID;93.093;VALID;19.824;VALID;19.806;VALID;19.883;VALID;19.732;VALID;0.019;VALID;0.029;VALID;0.112;VALID;0.0;VALID;0.0;
3/21/21 5:00:07 AM;VALID;1004.512;VALID;1004.509;VALID;1004.562;VALID;1004.452;VALID;20.256;VALID;20.448;VALID;20.746;VALID;20.251;VALID;95.091;VALID;95.089;VALID;96.527;VALID;94.287;VALID;19.444;VALID;19.631;VALID;19.843;VALID;19.437;VALID;0.056;VALID;0.038;VALID;0.112;VALID;0.0;VALID;0.0;
3/21/21 6:00:06 AM;VALID;1004.984;VALID;1004.697;VALID;1004.984;VALID;1004.518;VALID;20.139;VALID;20.295;VALID;20.515;VALID;20.1;VALID;95.914;VALID;95.302;VALID;95.951;VALID;94.849;VALID;19.466;VALID;19.518;VALID;19.705;VALID;19.346;VALID;0.0;VALID;0.044;VALID;0.112;VALID;0.0;VALID;0.0;
3/21/21 7:00:06 AM;VALID;1005.317;VALID;1005.101;VALID;1005.328;VALID;1004.975;VALID;20.366;VALID;20.196;VALID;20.402;VALID;19.992;VALID;94.579;VALID;95.382;VALID;95.914;VALID;94.546;VALID;19.466;VALID;19.433;VALID;19.594;VALID;19.19;VALID;24.686;VALID;3.161;VALID;24.686;VALID;0.0;VALID;0.0;
3/21/21 8:00:06 AM;VALID;1005.672;VALID;1005.455;VALID;1005.682;VALID;1005.28;VALID;22.537;VALID;21.114;VALID;22.537;VALID;20.369;VALID;87.576;VALID;92.444;VALID;95.436;VALID;87.144;VALID;20.37;VALID;19.839;VALID;20.392;VALID;19.367;VALID;175.156;VALID;91.691;VALID;175.156;VALID;14.632;VALID;0.0;
3/21/21 9:00:06 AM;VALID;1005.946;VALID;1005.883;VALID;1005.991;VALID;1005.672;VALID;25.318;VALID;23.739;VALID;25.566;VALID;22.547;VALID;73.051;VALID;80.893;VALID;87.604;VALID;71.89;VALID;20.138;VALID;20.236;VALID;20.996;VALID;19.685;VALID;378.455;VALID;276.101;VALID;378.455;VALID;175.716;VALID;0.0;
3/21/21 10:00:07 AM;VALID;1006.124;VALID;1006.043;VALID;1006.145;VALID;1005.935;VALID;27.235;VALID;26.281;VALID;27.264;VALID;25.236;VALID;68.386;VALID;71.398;VALID;74.222;VALID;68.386;VALID;20.903;VALID;20.693;VALID;21.209;VALID;19.824;VALID;561.702;VALID;471.67;VALID;561.702;VALID;378.941;VALID;0.0;
3/21/21 11:00:06 AM;VALID;1005.893;VALID;1006.027;VALID;1006.128;VALID;1005.893;VALID;29.379;VALID;27.859;VALID;29.379;VALID;26.821;VALID;60.609;VALID;65.315;VALID;68.546;VALID;60.609;VALID;20.967;VALID;20.745;VALID;21.369;VALID;19.698;VALID;722.226;VALID;648.442;VALID;771.0;VALID;562.132;VALID;0.0;
3/21/21 12:00:07 PM;VALID;1005.315;VALID;1005.599;VALID;1005.891;VALID;1005.315;VALID;29.114;VALID;28.97;VALID;29.834;VALID;27.935;VALID;60.266;VALID;61.922;VALID;64.566;VALID;58.822;VALID;20.626;VALID;20.925;VALID;21.959;VALID;20.175;VALID;290.083;VALID;600.068;VALID;950.36;VALID;139.089;VALID;0.0;
3/21/21 1:00:07 PM;VALID;1004.623;VALID;1005.013;VALID;1005.314;VALID;1004.623;VALID;29.887;VALID;29.381;VALID;30.23;VALID;28.803;VALID;57.934;VALID;60.028;VALID;62.502;VALID;57.707;VALID;20.708;VALID;20.81;VALID;21.561;VALID;20.126;VALID;1093.934;VALID;537.628;VALID;1150.875;VALID;267.564;VALID;0.0;
3/21/21 2:00:07 PM;VALID;1003.736;VALID;1004.214;VALID;1004.626;VALID;1003.731;VALID;31.063;VALID;30.353;VALID;31.2;VALID;29.51;VALID;54.644;VALID;57.526;VALID;60.492;VALID;54.644;VALID;20.853;VALID;21.026;VALID;21.912;VALID;20.224;VALID;882.507;VALID;690.144;VALID;1093.318;VALID;251.512;VALID;0.0;
3/21/21 3:00:07 PM;VALID;1003.201;VALID;1003.446;VALID;1003.736;VALID;1003.183;VALID;29.87;VALID;29.958;VALID;31.366;VALID;28.99;VALID;61.637;VALID;60.02;VALID;65.001;VALID;53.496;VALID;21.704;VALID;21.328;VALID;22.088;VALID;20.273;VALID;716.582;VALID;448.167;VALID;934.14;VALID;190.592;VALID;0.0;
3/21/21 4:00:07 PM;VALID;1002.518;VALID;1002.81;VALID;1003.215;VALID;1002.495;VALID;29.829;VALID;29.746;VALID;30.543;VALID;28.756;VALID;63.228;VALID;62.328;VALID;66.08;VALID;59.637;VALID;22.083;VALID;21.765;VALID;22.274;VALID;21.088;VALID;545.5;VALID;536.853;VALID;776.587;VALID;110.236;VALID;0.0;
3/21/21 5:00:06 PM;VALID;1002.393;VALID;1002.436;VALID;1002.577;VALID;1002.318;VALID;28.862;VALID;29.294;VALID;30.017;VALID;28.783;VALID;66.213;VALID;64.603;VALID;66.72;VALID;62.229;VALID;21.924;VALID;21.926;VALID;22.413;VALID;21.59;VALID;330.896;VALID;438.837;VALID;555.909;VALID;330.896;VALID;0.0;
3/21/21 6:00:06 PM;VALID;1002.666;VALID;1002.506;VALID;1002.768;VALID;1002.367;VALID;28.002;VALID;28.43;VALID;28.866;VALID;28.002;VALID;69.757;VALID;67.778;VALID;70.107;VALID;66.254;VALID;21.959;VALID;21.895;VALID;22.13;VALID;21.61;VALID;136.791;VALID;231.16;VALID;330.484;VALID;133.072;VALID;0.0;
3/21/21 7:00:06 PM;VALID;1002.965;VALID;1002.857;VALID;1003.058;VALID;1002.622;VALID;26.646;VALID;27.369;VALID;27.998;VALID;26.646;VALID;74.428;VALID;71.712;VALID;74.428;VALID;69.74;VALID;21.721;VALID;21.801;VALID;21.972;VALID;21.672;VALID;0.916;VALID;38.159;VALID;136.099;VALID;0.916;VALID;0.0;
3/21/21 8:00:06 PM;VALID;1003.556;VALID;1003.242;VALID;1003.573;VALID;1002.951;VALID;26.038;VALID;26.34;VALID;26.647;VALID;26.035;VALID;78.654;VALID;76.162;VALID;78.664;VALID;74.379;VALID;22.037;VALID;21.803;VALID;22.041;VALID;21.691;VALID;0.019;VALID;0.101;VALID;0.878;VALID;0.0;VALID;0.0;
3/21/21 9:00:06 PM;VALID;1004.355;VALID;1003.927;VALID;1004.355;VALID;1003.555;VALID;25.495;VALID;25.769;VALID;26.048;VALID;25.491;VALID;80.91;VALID;80.229;VALID;81.449;VALID;78.668;VALID;21.973;VALID;22.101;VALID;22.21;VALID;21.973;VALID;0.0;VALID;0.005;VALID;0.056;VALID;0.0;VALID;0.0;
3/21/21 10:00:06 PM;VALID;1004.891;VALID;1004.696;VALID;1004.931;VALID;1004.361;VALID;25.061;VALID;25.287;VALID;25.511;VALID;25.038;VALID;83.102;VALID;81.969;VALID;83.239;VALID;80.823;VALID;21.989;VALID;21.984;VALID;22.021;VALID;21.95;VALID;0.0;VALID;0.001;VALID;0.019;VALID;0.0;VALID;0.0;
3/21/21 11:00:07 PM;VALID;1005.052;VALID;1004.96;VALID;1005.052;VALID;1004.853;VALID;24.294;VALID;24.639;VALID;25.058;VALID;24.231;VALID;87.51;VALID;85.463;VALID;87.637;VALID;83.123;VALID;22.085;VALID;22.033;VALID;22.097;VALID;21.977;VALID;0.037;VALID;0.001;VALID;0.075;VALID;0.0;VALID;0.0;
3/22/21 12:00:07 AM;VALID;1004.567;VALID;1004.794;VALID;1005.053;VALID;1004.543;VALID;23.951;VALID;24.078;VALID;24.325;VALID;23.935;VALID;89.577;VALID;88.77;VALID;89.601;VALID;87.393;VALID;22.131;VALID;22.108;VALID;22.218;VALID;22.067;VALID;0.0;VALID;0.03;VALID;0.093;VALID;0.0;VALID;0.0;
3/22/21 1:00:07 AM;VALID;1004.243;VALID;1004.394;VALID;1004.588;VALID;1004.241;VALID;23.711;VALID;23.842;VALID;23.967;VALID;23.708;VALID;91.827;VALID;90.686;VALID;91.827;VALID;89.46;VALID;22.301;VALID;22.226;VALID;22.377;VALID;22.093;VALID;0.0;VALID;0.042;VALID;0.112;VALID;0.0;VALID;0.0;
3/22/21 2:00:07 AM;VALID;1003.602;VALID;1003.972;VALID;1004.246;VALID;1003.602;VALID;23.556;VALID;23.747;VALID;23.95;VALID;23.556;VALID;91.077;VALID;90.784;VALID;92.266;VALID;89.138;VALID;22.013;VALID;22.146;VALID;22.287;VALID;22.0;VALID;0.019;VALID;0.016;VALID;0.093;VALID;0.0;VALID;0.0;
3/22/21 3:00:07 AM;VALID;1002.881;VALID;1003.218;VALID;1003.605;VALID;1002.881;VALID;22.625;VALID;22.886;VALID;23.549;VALID;22.53;VALID;94.575;VALID;93.935;VALID;95.07;VALID;91.129;VALID;21.708;VALID;21.854;VALID;22.07;VALID;21.666;VALID;0.0;VALID;0.006;VALID;0.056;VALID;0.0;VALID;0.0;
3/22/21 4:00:07 AM;VALID;1002.285;VALID;1002.483;VALID;1002.876;VALID;1002.256;VALID;22.084;VALID;22.444;VALID;22.726;VALID;22.078;VALID;97.861;VALID;95.844;VALID;97.861;VALID;94.446;VALID;21.729;VALID;21.746;VALID;21.876;VALID;21.656;VALID;0.0;VALID;0.004;VALID;0.075;VALID;0.0;VALID;0.0;
3/22/21 5:00:06 AM;VALID;1001.946;VALID;1002.085;VALID;1002.289;VALID;1001.946;VALID;21.596;VALID;21.845;VALID;22.124;VALID;21.524;VALID;98.711;VALID;98.31;VALID;98.774;VALID;97.885;VALID;21.384;VALID;21.564;VALID;21.792;VALID;21.304;VALID;0.0;VALID;0.01;VALID;0.075;VALID;0.0;VALID;0.0;
3/22/21 6:00:06 AM;VALID;1001.871;VALID;1001.875;VALID;1001.961;VALID;1001.789;VALID;21.214;VALID;21.468;VALID;21.863;VALID;21.172;VALID;98.684;VALID;98.452;VALID;98.782;VALID;97.956;VALID;20.998;VALID;21.21;VALID;21.621;VALID;20.942;VALID;0.093;VALID;0.039;VALID;0.131;VALID;0.0;VALID;0.0;
3/22/21 7:00:06 AM;VALID;1002.246;VALID;1002.153;VALID;1002.303;VALID;1001.875;VALID;21.073;VALID;21.113;VALID;21.294;VALID;20.926;VALID;98.544;VALID;98.567;VALID;98.683;VALID;98.38;VALID;20.834;VALID;20.877;VALID;21.068;VALID;20.698;VALID;13.679;VALID;2.719;VALID;13.679;VALID;0.0;VALID;0.0;
3/22/21 8:00:06 AM;VALID;1003.167;VALID;1002.65;VALID;1003.167;VALID;1002.244;VALID;22.553;VALID;21.69;VALID;22.553;VALID;20.927;VALID;96.581;VALID;98.076;VALID;98.549;VALID;96.546;VALID;21.981;VALID;21.38;VALID;21.981;VALID;20.665;VALID;180.351;VALID;63.48;VALID;180.351;VALID;13.81;VALID;0.0;
3/22/21 9:00:06 AM;VALID;1003.969;VALID;1003.591;VALID;1003.97;VALID;1003.169;VALID;24.62;VALID;23.791;VALID;24.698;VALID;22.579;VALID;85.274;VALID;89.871;VALID;96.636;VALID;85.274;VALID;21.98;VALID;22.016;VALID;22.772;VALID;21.539;VALID;154.17;VALID;197.04;VALID;405.776;VALID;105.714;VALID;0.0;
3/22/21 10:00:07 AM;VALID;1004.078;VALID;1004.006;VALID;1004.087;VALID;1003.953;VALID;25.919;VALID;25.09;VALID;26.004;VALID;24.476;VALID;79.386;VALID;83.759;VALID;87.087;VALID;79.133;VALID;22.074;VALID;22.143;VALID;22.52;VALID;21.754;VALID;240.244;VALID;203.094;VALID;286.289;VALID;121.355;VALID;0.0;
3/22/21 11:00:07 AM;VALID;1003.466;VALID;1003.811;VALID;1004.079;VALID;1003.466;VALID;28.128;VALID;26.809;VALID;28.216;VALID;25.804;VALID;71.0;VALID;76.106;VALID;80.222;VALID;71.0;VALID;22.37;VALID;22.235;VALID;23.291;VALID;21.726;VALID;361.767;VALID;398.591;VALID;965.777;VALID;172.577;VALID;0.0;
3/22/21 12:00:07 PM;VALID;1002.714;VALID;1003.137;VALID;1003.49;VALID;1002.71;VALID;29.793;VALID;28.7;VALID;29.956;VALID;27.327;VALID;61.892;VALID;67.981;VALID;76.154;VALID;61.523;VALID;21.699;VALID;22.177;VALID;23.309;VALID;21.626;VALID;828.22;VALID;590.393;VALID;1003.077;VALID;153.217;VALID;0.0;
3/22/21 1:00:07 PM;VALID;1001.656;VALID;1002.229;VALID;1002.712;VALID;1001.648;VALID;31.449;VALID;30.503;VALID;31.449;VALID;29.517;VALID;59.264;VALID;60.883;VALID;64.883;VALID;56.987;VALID;22.541;VALID;22.095;VALID;22.883;VALID;21.37;VALID;829.472;VALID;821.541;VALID;892.56;VALID;202.346;VALID;0.0;
3/22/21 2:00:07 PM;VALID;1000.579;VALID;1001.126;VALID;1001.656;VALID;1000.579;VALID;32.313;VALID;31.914;VALID;32.83;VALID;30.884;VALID;56.631;VALID;57.18;VALID;60.543;VALID;53.774;VALID;22.598;VALID;22.382;VALID;23.215;VALID;21.465;VALID;721.516;VALID;810.74;VALID;861.726;VALID;410.541;VALID;0.0;
3/22/21 3:00:07 PM;VALID;999.674;VALID;1000.112;VALID;1000.581;VALID;999.671;VALID;31.655;VALID;32.266;VALID;33.158;VALID;31.198;VALID;56.164;VALID;56.052;VALID;59.656;VALID;52.533;VALID;21.85;VALID;22.376;VALID;23.383;VALID;21.547;VALID;260.071;VALID;628.699;VALID;851.859;VALID;127.877;VALID;0.0;
3/22/21 4:00:06 PM;VALID;999.049;VALID;999.308;VALID;999.675;VALID;999.026;VALID;32.812;VALID;32.802;VALID;34.07;VALID;31.329;VALID;52.341;VALID;52.83;VALID;59.153;VALID;48.772;VALID;21.766;VALID;21.886;VALID;22.763;VALID;21.288;VALID;547.855;VALID;544.241;VALID;728.131;VALID;99.977;VALID;0.0;
3/22/21 5:00:06 PM;VALID;998.909;VALID;998.963;VALID;999.095;VALID;998.888;VALID;32.07;VALID;32.258;VALID;32.944;VALID;31.53;VALID;53.404;VALID;53.3;VALID;55.956;VALID;50.278;VALID;21.41;VALID;21.543;VALID;22.028;VALID;20.973;VALID;332.241;VALID;349.538;VALID;570.13;VALID;74.525;VALID;0.0;
3/22/21 6:00:06 PM;VALID;999.109;VALID;999.027;VALID;999.121;VALID;998.882;VALID;31.266;VALID;31.749;VALID;32.123;VALID;31.266;VALID;54.313;VALID;53.801;VALID;54.939;VALID;52.515;VALID;20.942;VALID;21.231;VALID;21.709;VALID;20.758;VALID;119.617;VALID;216.744;VALID;331.606;VALID;119.617;VALID;0.0;
3/22/21 7:00:06 PM;VALID;999.446;VALID;999.186;VALID;999.446;VALID;999.079;VALID;29.112;VALID;30.316;VALID;31.269;VALID;29.073;VALID;62.06;VALID;58.303;VALID;63.365;VALID;54.215;VALID;21.101;VALID;21.192;VALID;21.763;VALID;20.928;VALID;0.86;VALID;36.273;VALID;119.075;VALID;0.86;VALID;0.0;
3/22/21 8:00:06 PM;VALID;1000.253;VALID;999.827;VALID;1000.253;VALID;999.452;VALID;27.728;VALID;28.379;VALID;29.188;VALID;27.381;VALID;74.22;VALID;68.432;VALID;74.318;VALID;61.884;VALID;22.717;VALID;21.987;VALID;22.731;VALID;21.107;VALID;0.075;VALID;0.081;VALID;0.841;VALID;0.0;VALID;0.0;
3/22/21 9:00:06 PM;VALID;1000.982;VALID;1000.641;VALID;1000.982;VALID;1000.253;VALID;26.204;VALID;26.935;VALID;27.728;VALID;26.204;VALID;78.407;VALID;76.827;VALID;78.472;VALID;74.257;VALID;22.148;VALID;22.514;VALID;22.765;VALID;22.148;VALID;0.0;VALID;0.017;VALID;0.112;VALID;0.0;VALID;0.0;
3/22/21 10:00:07 PM;VALID;1001.755;VALID;1001.437;VALID;1001.755;VALID;1000.984;VALID;25.396;VALID;25.809;VALID;26.231;VALID;25.344;VALID;80.515;VALID;79.232;VALID;80.845;VALID;77.301;VALID;21.798;VALID;21.931;VALID;22.173;VALID;21.798;VALID;0.0;VALID;0.0;VALID;0.0;VALID;0.0;VALID;0.0;
3/22/21 11:00:07 PM;VALID;1001.95;VALID;1001.894;VALID;1001.965;VALID;1001.756;VALID;24.583;VALID;24.899;VALID;25.394;VALID;24.458;VALID;84.093;VALID;82.852;VALID;84.677;VALID;80.486;VALID;21.716;VALID;21.778;VALID;21.932;VALID;21.694;VALID;0.0;VALID;0.003;VALID;0.037;VALID;0.0;VALID;0.0;
3/23/21 12:00:07 AM;VALID;1001.805;VALID;1001.873;VALID;1001.946;VALID;1001.794;VALID;23.904;VALID;24.26;VALID;24.603;VALID;23.904;VALID;88.652;VALID;86.235;VALID;88.655;VALID;84.056;VALID;21.914;VALID;21.81;VALID;21.932;VALID;21.709;VALID;0.0;VALID;0.002;VALID;0.019;VALID;0.0;VALID;0.0;
3/23/21 1:00:07 AM;VALID;1001.829;VALID;1001.806;VALID;1001.882;VALID;1001.702;VALID;23.634;VALID;23.771;VALID;24.069;VALID;23.411;VALID;90.864;VALID;89.62;VALID;90.9;VALID;88.247;VALID;22.052;VALID;21.962;VALID;22.076;VALID;21.837;VALID;0.0;VALID;0.026;VALID;0.093;VALID;0.0;VALID;0.0;
3/23/21 2:00:07 AM;VALID;1001.717;VALID;1001.723;VALID;1001.824;VALID;1001.675;VALID;23.246;VALID;23.699;VALID;23.956;VALID;23.246;VALID;92.08;VALID;90.432;VALID;92.08;VALID;89.336;VALID;21.886;VALID;22.036;VALID;22.269;VALID;21.886;VALID;0.0;VALID;0.007;VALID;0.056;VALID;0.0;VALID;0.0;
3/23/21 3:00:07 AM;VALID;1001.387;VALID;1001.576;VALID;1001.732;VALID;1001.387;VALID;22.321;VALID;22.595;VALID;23.246;VALID;22.317;VALID;97.184;VALID;95.92;VALID;97.346;VALID;92.097;VALID;21.852;VALID;21.908;VALID;21.999;VALID;21.826;VALID;0.0;VALID;0.007;VALID;0.056;VALID;0.0;VALID;0.0;
3/23/21 4:00:06 AM;VALID;1001.219;VALID;1001.238;VALID;1001.384;VALID;1001.131;VALID;21.789;VALID;22.046;VALID;22.334;VALID;21.777;VALID;98.031;VALID;97.972;VALID;98.482;VALID;97.199;VALID;21.463;VALID;21.708;VALID;21.912;VALID;21.436;VALID;0.0;VALID;0.001;VALID;0.019;VALID;0.0;VALID;0.0;
3/23/21 5:00:06 AM;VALID;1001.309;VALID;1001.217;VALID;1001.315;VALID;1001.16;VALID;21.675;VALID;21.912;VALID;22.189;VALID;21.675;VALID;97.65;VALID;97.713;VALID;98.228;VALID;97.058;VALID;21.286;VALID;21.531;VALID;21.867;VALID;21.253;VALID;0.0;VALID;0.001;VALID;0.019;VALID;0.0;VALID;0.0;
3/23/21 6:00:06 AM;VALID;1001.607;VALID;1001.419;VALID;1001.612;VALID;1001.252;VALID;21.38;VALID;21.582;VALID;22.047;VALID;21.363;VALID;98.706;VALID;98.213;VALID;98.706;VALID;97.539;VALID;21.167;VALID;21.286;VALID;21.737;VALID;21.114;VALID;0.056;VALID;0.039;VALID;0.112;VALID;0.0;VALID;0.0;
3/23/21 7:00:06 AM;VALID;1002.203;VALID;1001.849;VALID;1002.203;VALID;1001.558;VALID;20.991;VALID;21.369;VALID;21.567;VALID;20.958;VALID;98.577;VALID;98.594;VALID;98.784;VALID;98.218;VALID;20.758;VALID;21.135;VALID;21.341;VALID;20.713;VALID;21.079;VALID;3.063;VALID;21.079;VALID;0.0;VALID;0.0;
3/23/21 8:00:06 AM;VALID;1002.833;VALID;1002.563;VALID;1002.837;VALID;1002.204;VALID;23.683;VALID;21.941;VALID;23.683;VALID;20.991;VALID;91.535;VALID;96.748;VALID;98.773;VALID;90.967;VALID;22.221;VALID;21.403;VALID;22.221;VALID;20.797;VALID;170.241;VALID;94.911;VALID;170.241;VALID;21.266;VALID;0.0;
3/23/21 9:00:06 AM;VALID;1003.111;VALID;1002.96;VALID;1003.111;VALID;1002.831;VALID;25.87;VALID;24.651;VALID;25.87;VALID;23.692;VALID;83.093;VALID;86.926;VALID;91.549;VALID;81.902;VALID;22.778;VALID;22.322;VALID;22.903;VALID;21.865;VALID;368.887;VALID;262.015;VALID;368.887;VALID;51.969;VALID;0.0;
3/23/21 10:00:07 AM;VALID;1003.428;VALID;1003.356;VALID;1003.459;VALID;1003.113;VALID;27.235;VALID;26.91;VALID;27.761;VALID;25.9;VALID;75.422;VALID;78.603;VALID;83.309;VALID;74.15;VALID;22.507;VALID;22.861;VALID;23.521;VALID;22.303;VALID;554.433;VALID;463.826;VALID;554.433;VALID;369.504;VALID;0.0;
3/23/21 11:00:07 AM;VALID;1002.965;VALID;1003.242;VALID;1003.439;VALID;1002.957;VALID;28.947;VALID;28.745;VALID;29.362;VALID;27.232;VALID;60.459;VALID;68.705;VALID;77.298;VALID;60.365;VALID;20.521;VALID;22.38;VALID;23.308;VALID;20.521;VALID;698.231;VALID;634.394;VALID;698.231;VALID;554.844;VALID;0.0;
