;;PA_1m;;PA_Stat1h;;PA_Stat1h;;PA_Stat1h;;TA_1m;;TA_Stat1h;;TA_Stat1h;;TA_Stat1h;;RH_1m;;RH_Stat1h;;RH_Stat1h;;RH_Stat1h;;DP_1m;;DP_Stat1h;;DP_Stat1h;;DP_Stat1h;;SR_1m;;SR_Stat1h;;SR_Stat1h;;SR_Stat1h;;PR_Sum;
time;status;Avg;status;Avg;status;Max;status;Min;status;Avg;status;Avg;status;Max;status;Min;status;Avg;status;Avg;status;Max;status;Min;status;DP;status;Avg;status;Max;status;Min;status;Avg;status;Avg;status;Max;status;Min;status;PR_Sum1h;
1/1/21 12:00:07 AM;VALID;998.837;VALID;998.926;VALID;998.992;VALID;998.837;VALID;24.578;VALID;24.823;VALID;25.054;VALID;24.575;VALID;78.097;VALID;76.924;VALID;78.758;VALID;75.864;VALID;20.506;VALID;20.496;VALID;20.884;VALID;20.253;VALID;0.056;VALID;0.011;VALID;0.112;VALID;0.0;VALID;0.0;
1/1/21 1:00:07 AM;VALID;998.323;VALID;998.589;VALID;998.884;VALID;998.279;VALID;23.766;VALID;24.151;VALID;24.571;VALID;23.605;VALID;81.011;VALID;79.703;VALID;83.554;VALID;76.77;VALID;20.31;VALID;20.415;VALID;20.973;VALID;20.092;VALID;0.037;VALID;0.033;VALID;0.112;VALID;0.0;VALID;0.0;
1/1/21 2:00:06 AM;VALID;997.658;VALID;997.994;VALID;998.326;VALID;997.658;VALID;23.213;VALID;23.183;VALID;23.766;VALID;22.643;VALID;87.077;VALID;86.959;VALID;92.2;VALID;81.047;VALID;20.941;VALID;20.881;VALID;21.361;VALID;20.337;VALID;0.0;VALID;0.032;VALID;0.112;VALID;0.0;VALID;0.0;
1/1/21 3:00:06 AM;VALID;997.716;VALID;997.673;VALID;997.725;VALID;997.615;VALID;22.728;VALID;23.067;VALID;23.575;VALID;22.728;VALID;90.998;VALID;88.494;VALID;90.998;VALID;83.999;VALID;21.181;VALID;21.057;VALID;21.43;VALID;20.579;VALID;0.0;VALID;0.002;VALID;0.056;VALID;0.0;VALID;0.0;
1/1/21 4:00:06 AM;VALID;997.533;VALID;997.627;VALID;997.722;VALID;997.516;VALID;21.96;VALID;22.027;VALID;22.722;VALID;21.758;VALID;95.955;VALID;94.611;VALID;96.188;VALID;91.005;VALID;21.285;VALID;21.119;VALID;21.285;VALID;20.966;VALID;0.0;VALID;0.0;VALID;0.019;VALID;0.0;VALID;0.0;
1/1/21 5:00:06 AM;VALID;997.814;VALID;997.579;VALID;997.818;VALID;997.479;VALID;21.778;VALID;21.921;VALID;22.1;VALID;21.741;VALID;97.161;VALID;96.093;VALID;97.163;VALID;94.988;VALID;21.307;VALID;21.269;VALID;21.425;VALID;21.156;VALID;0.0;VALID;0.0;VALID;0.019;VALID;0.0;VALID;0.0;
1/1/21 6:00:06 AM;VALID;998.695;VALID;998.261;VALID;998.695;VALID;997.815;VALID;21.693;VALID;21.669;VALID;21.774;VALID;21.54;VALID;96.42;VALID;97.211;VALID;97.772;VALID;96.42;VALID;21.097;VALID;21.206;VALID;21.334;VALID;21.077;VALID;3.252;VALID;0.41;VALID;3.252;VALID;0.0;VALID;0.0;
1/1/21 7:00:06 AM;VALID;999.219;VALID;998.978;VALID;999.235;VALID;998.677;VALID;23.852;VALID;22.161;VALID;23.852;VALID;21.656;VALID;88.683;VALID;94.456;VALID;96.869;VALID;88.683;VALID;21.868;VALID;21.227;VALID;21.868;VALID;20.989;VALID;106.536;VALID;47.694;VALID;106.536;VALID;3.308;VALID;0.0;
1/1/21 8:00:06 AM;VALID;999.82;VALID;999.533;VALID;999.822;VALID;999.219;VALID;26.593;VALID;24.871;VALID;26.76;VALID;23.849;VALID;79.267;VALID;85.16;VALID;88.29;VALID;77.668;VALID;22.704;VALID;22.199;VALID;22.822;VALID;21.648;VALID;295.278;VALID;197.968;VALID;295.278;VALID;107.041;VALID;0.0;
1/1/21 9:00:06 AM;VALID;1000.029;VALID;999.985;VALID;1000.036;VALID;999.824;VALID;28.249;VALID;27.306;VALID;28.394;VALID;26.424;VALID;64.117;VALID;71.088;VALID;79.718;VALID;61.749;VALID;20.818;VALID;21.533;VALID;22.912;VALID;20.219;VALID;492.242;VALID;394.637;VALID;492.242;VALID;295.67;VALID;0.0;
1/1/21 10:00:07 AM;VALID;999.898;VALID;999.901;VALID;1000.062;VALID;999.78;VALID;30.573;VALID;29.41;VALID;30.573;VALID;28.285;VALID;59.508;VALID;62.306;VALID;66.048;VALID;58.709;VALID;21.788;VALID;21.449;VALID;22.359;VALID;20.714;VALID;668.07;VALID;583.18;VALID;668.07;VALID;492.709;VALID;0.0;
1/1/21 11:00:07 AM;VALID;999.515;VALID;999.742;VALID;999.903;VALID;999.515;VALID;31.614;VALID;31.143;VALID;32.006;VALID;30.261;VALID;56.615;VALID;56.469;VALID;61.543;VALID;50.924;VALID;21.943;VALID;21.454;VALID;22.64;VALID;20.439;VALID;779.764;VALID;732.943;VALID;790.509;VALID;668.631;VALID;0.0;
1/1/21 12:00:07 PM;VALID;998.923;VALID;999.261;VALID;999.513;VALID;998.923;VALID;32.766;VALID;32.092;VALID;33.024;VALID;31.493;VALID;51.795;VALID;54.804;VALID;58.451;VALID;51.632;VALID;21.552;VALID;21.844;VALID;22.944;VALID;20.957;VALID;887.758;VALID;840.177;VALID;891.645;VALID;780.138;VALID;0.0;
1/1/21 1:00:07 PM;VALID;998.756;VALID;998.856;VALID;998.934;VALID;998.755;VALID;32.994;VALID;32.818;VALID;33.497;VALID;32.286;VALID;51.011;VALID;53.919;VALID;57.779;VALID;51.011;VALID;21.512;VALID;22.254;VALID;23.688;VALID;21.196;VALID;848.029;VALID;856.628;VALID;901.194;VALID;716.993;VALID;0.0;
1/1/21 2:00:06 PM;VALID;997.767;VALID;998.252;VALID;998.751;VALID;997.767;VALID;34.595;VALID;33.589;VALID;34.595;VALID;32.961;VALID;49.315;VALID;52.334;VALID;56.85;VALID;49.11;VALID;22.425;VALID;22.482;VALID;24.232;VALID;21.566;VALID;856.195;VALID;867.613;VALID;888.711;VALID;792.826;VALID;0.0;
1/1/21 3:00:06 PM;VALID;996.762;VALID;997.172;VALID;997.765;VALID;996.762;VALID;34.263;VALID;34.407;VALID;35.035;VALID;33.851;VALID;47.54;VALID;48.959;VALID;53.836;VALID;46.459;VALID;21.52;VALID;22.122;VALID;23.584;VALID;21.393;VALID;761.936;VALID;813.292;VALID;856.232;VALID;761.936;VALID;0.0;
1/1/21 4:00:06 PM;VALID;995.798;VALID;996.215;VALID;996.761;VALID;995.79;VALID;34.407;VALID;34.642;VALID;35.383;VALID;34.134;VALID;48.284;VALID;48.042;VALID;51.435;VALID;43.774;VALID;21.906;VALID;22.034;VALID;22.892;VALID;20.753;VALID;615.279;VALID;694.57;VALID;761.45;VALID;615.279;VALID;0.0;
1/1/21 5:00:06 PM;VALID;995.92;VALID;995.891;VALID;996.04;VALID;995.739;VALID;32.726;VALID;34.214;VALID;34.753;VALID;32.726;VALID;53.756;VALID;49.086;VALID;53.819;VALID;45.419;VALID;22.125;VALID;21.986;VALID;22.965;VALID;21.036;VALID;95.884;VALID;471.133;VALID;614.064;VALID;91.698;VALID;0.0;
1/1/21 6:00:06 PM;VALID;996.844;VALID;996.092;VALID;996.848;VALID;995.751;VALID;30.697;VALID;31.918;VALID;32.825;VALID;30.693;VALID;56.515;VALID;54.764;VALID;56.838;VALID;52.608;VALID;21.06;VALID;21.669;VALID;22.347;VALID;21.012;VALID;116.422;VALID;226.18;VALID;419.884;VALID;88.484;VALID;0.0;
1/1/21 7:00:07 PM;VALID;997.67;VALID;997.214;VALID;997.67;VALID;996.726;VALID;27.171;VALID;28.721;VALID;30.693;VALID;27.171;VALID;69.978;VALID;64.468;VALID;70.045;VALID;56.363;VALID;21.216;VALID;21.305;VALID;21.716;VALID;20.841;VALID;13.791;VALID;54.001;VALID;116.683;VALID;13.791;VALID;0.0;
1/1/21 8:00:06 PM;VALID;998.964;VALID;998.464;VALID;999.061;VALID;997.656;VALID;26.488;VALID;26.805;VALID;27.168;VALID;26.461;VALID;67.278;VALID;67.925;VALID;70.222;VALID;66.049;VALID;19.927;VALID;20.372;VALID;21.228;VALID;19.849;VALID;0.019;VALID;2.002;VALID;13.567;VALID;0.0;VALID;0.0;
1/1/21 9:00:07 PM;VALID;1000.613;VALID;999.767;VALID;1000.613;VALID;998.967;VALID;25.676;VALID;26.004;VALID;26.512;VALID;25.673;VALID;72.887;VALID;70.909;VALID;73.079;VALID;67.292;VALID;20.446;VALID;20.313;VALID;20.495;VALID;19.945;VALID;0.0;VALID;0.013;VALID;0.093;VALID;0.0;VALID;0.0;
1/1/21 10:00:07 PM;VALID;1002.13;VALID;1001.425;VALID;1002.141;VALID;1000.606;VALID;26.192;VALID;26.076;VALID;26.456;VALID;25.628;VALID;71.064;VALID;71.626;VALID;73.623;VALID;69.931;VALID;20.53;VALID;20.545;VALID;20.811;VALID;20.343;VALID;0.0;VALID;0.015;VALID;0.075;VALID;0.0;VALID;0.0;
1/1/21 11:00:07 PM;VALID;1002.351;VALID;1002.265;VALID;1002.462;VALID;1002.077;VALID;21.95;VALID;22.637;VALID;26.172;VALID;21.943;VALID;98.231;VALID;94.011;VALID;98.231;VALID;71.169;VALID;21.658;VALID;21.592;VALID;22.093;VALID;20.681;VALID;0.0;VALID;0.001;VALID;0.019;VALID;0.0;VALID;7.8;
1/2/21 12:00:07 AM;VALID;1001.793;VALID;1001.877;VALID;1002.344;VALID;1001.556;VALID;21.629;VALID;21.583;VALID;21.941;VALID;21.351;VALID;98.628;VALID;98.492;VALID;98.631;VALID;98.228;VALID;21.404;VALID;21.333;VALID;21.577;VALID;21.095;VALID;0.056;VALID;0.007;VALID;0.075;VALID;0.0;VALID;2.4;
1/2/21 1:00:06 AM;VALID;1001.022;VALID;1001.611;VALID;1001.889;VALID;1001.022;VALID;21.787;VALID;21.754;VALID;21.969;VALID;21.548;VALID;98.689;VALID;98.692;VALID;98.792;VALID;98.555;VALID;21.571;VALID;21.54;VALID;21.753;VALID;21.313;VALID;0.0;VALID;0.013;VALID;0.056;VALID;0.0;VALID;1.6;
1/2/21 2:00:06 AM;VALID;1001.267;VALID;1001.218;VALID;1001.572;VALID;1000.924;VALID;21.801;VALID;21.978;VALID;22.203;VALID;21.764;VALID;96.936;VALID;97.863;VALID;98.798;VALID;96.869;VALID;21.292;VALID;21.621;VALID;21.887;VALID;21.251;VALID;0.0;VALID;0.026;VALID;0.093;VALID;0.0;VALID;0.6;
1/2/21 3:00:06 AM;VALID;1000.277;VALID;1000.871;VALID;1001.265;VALID;1000.277;VALID;21.591;VALID;21.71;VALID;21.97;VALID;21.548;VALID;98.117;VALID;97.451;VALID;98.117;VALID;96.271;VALID;21.281;VALID;21.288;VALID;21.465;VALID;21.192;VALID;0.037;VALID;0.011;VALID;0.112;VALID;0.0;VALID;0.0;
1/2/21 4:00:06 AM;VALID;999.62;VALID;999.832;VALID;1000.268;VALID;999.615;VALID;21.878;VALID;21.573;VALID;21.878;VALID;21.451;VALID;96.813;VALID;97.794;VALID;98.294;VALID;96.767;VALID;21.348;VALID;21.209;VALID;21.348;VALID;21.117;VALID;0.0;VALID;0.016;VALID;0.112;VALID;0.0;VALID;0.0;
1/2/21 5:00:06 AM;VALID;999.882;VALID;999.715;VALID;999.922;VALID;999.594;VALID;21.719;VALID;21.839;VALID;21.93;VALID;21.719;VALID;97.697;VALID;97.264;VALID;97.697;VALID;96.827;VALID;21.338;VALID;21.385;VALID;21.469;VALID;21.305;VALID;0.056;VALID;0.016;VALID;0.093;VALID;0.0;VALID;0.0;
1/2/21 6:00:06 AM;VALID;999.828;VALID;999.893;VALID;1000.028;VALID;999.799;VALID;21.53;VALID;21.638;VALID;21.719;VALID;21.519;VALID;98.299;VALID;98.288;VALID;98.52;VALID;97.708;VALID;21.249;VALID;21.356;VALID;21.435;VALID;21.244;VALID;4.373;VALID;0.643;VALID;6.279;VALID;0.0;VALID;0.0;
1/2/21 7:00:06 AM;VALID;1000.222;VALID;999.924;VALID;1000.222;VALID;999.769;VALID;22.144;VALID;21.916;VALID;22.605;VALID;21.53;VALID;96.109;VALID;97.427;VALID;98.306;VALID;95.852;VALID;21.494;VALID;21.49;VALID;22.274;VALID;21.266;VALID;56.604;VALID;42.49;VALID;86.709;VALID;2.672;VALID;0.0;
1/2/21 8:00:06 AM;VALID;1000.411;VALID;1000.32;VALID;1000.434;VALID;1000.177;VALID;22.5;VALID;22.467;VALID;22.837;VALID;22.118;VALID;95.643;VALID;95.413;VALID;96.189;VALID;94.075;VALID;21.768;VALID;21.698;VALID;21.987;VALID;21.389;VALID;105.097;VALID;82.722;VALID;112.329;VALID;56.641;VALID;0.0;
1/2/21 9:00:07 AM;VALID;1000.222;VALID;1000.305;VALID;1000.434;VALID;1000.173;VALID;23.279;VALID;22.805;VALID;23.279;VALID;22.514;VALID;91.637;VALID;94.362;VALID;95.843;VALID;91.383;VALID;21.84;VALID;21.849;VALID;22.116;VALID;21.483;VALID;97.977;VALID;90.246;VALID;104.499;VALID;79.776;VALID;0.0;
1/2/21 10:00:07 AM;VALID;1000.05;VALID;1000.035;VALID;1000.221;VALID;999.923;VALID;24.106;VALID;23.478;VALID;24.106;VALID;23.152;VALID;84.968;VALID;89.69;VALID;92.102;VALID;84.968;VALID;21.418;VALID;21.679;VALID;22.173;VALID;21.389;VALID;251.979;VALID;168.946;VALID;251.979;VALID;98.09;VALID;0.0;
1/2/21 11:00:07 AM;VALID;999.815;VALID;999.836;VALID;1000.05;VALID;999.762;VALID;24.931;VALID;24.451;VALID;24.931;VALID;24.106;VALID;82.716;VALID;83.788;VALID;86.213;VALID;81.694;VALID;21.785;VALID;21.529;VALID;21.999;VALID;21.143;VALID;299.295;VALID;245.156;VALID;299.295;VALID;211.372;VALID;0.0;
1/2/21 12:00:07 PM;VALID;999.69;VALID;999.734;VALID;999.817;VALID;999.685;VALID;26.544;VALID;25.775;VALID;26.544;VALID;24.934;VALID;79.946;VALID;80.977;VALID;83.813;VALID;78.182;VALID;22.798;VALID;22.265;VALID;22.854;VALID;21.728;VALID;540.716;VALID;438.537;VALID;574.727;VALID;300.361;VALID;0.0;
1/2/21 1:00:06 PM;VALID;999.502;VALID;999.63;VALID;999.691;VALID;999.502;VALID;27.469;VALID;27.363;VALID;28.069;VALID;26.521;VALID;70.398;VALID;72.373;VALID;80.434;VALID;67.007;VALID;21.599;VALID;21.921;VALID;23.123;VALID;20.703;VALID;430.704;VALID;571.742;VALID;788.024;VALID;430.704;VALID;0.0;
1/2/21 2:00:06 PM;VALID;998.568;VALID;999.159;VALID;999.499;VALID;998.568;VALID;27.982;VALID;27.923;VALID;28.545;VALID;27.268;VALID;73.144;VALID;70.769;VALID;73.445;VALID;67.563;VALID;22.72;VALID;22.126;VALID;22.944;VALID;21.186;VALID;390.508;VALID;415.074;VALID;738.484;VALID;274.852;VALID;0.0;
1/2/21 3:00:06 PM;VALID;997.48;VALID;997.884;VALID;998.559;VALID;997.48;VALID;28.479;VALID;28.139;VALID;28.891;VALID;27.648;VALID;70.237;VALID;71.861;VALID;73.768;VALID;68.672;VALID;22.529;VALID;22.575;VALID;23.391;VALID;22.179;VALID;363.355;VALID;411.782;VALID;750.5;VALID;249.232;VALID;0.0;
1/2/21 4:00:06 PM;VALID;997.739;VALID;997.442;VALID;997.746;VALID;997.041;VALID;27.297;VALID;27.572;VALID;28.46;VALID;27.297;VALID;72.999;VALID;71.988;VALID;74.184;VALID;69.579;VALID;22.029;VALID;22.061;VALID;22.65;VALID;21.786;VALID;90.073;VALID;123.805;VALID;356.665;VALID;82.859;VALID;0.2;
1/2/21 5:00:06 PM;VALID;997.861;VALID;997.683;VALID;997.861;VALID;997.505;VALID;25.097;VALID;26.697;VALID;27.338;VALID;25.097;VALID;80.918;VALID;75.001;VALID;81.08;VALID;71.812;VALID;21.588;VALID;21.878;VALID;22.11;VALID;21.588;VALID;22.144;VALID;77.978;VALID;169.998;VALID;22.144;VALID;0.0;
1/2/21 6:00:06 PM;VALID;998.261;VALID;998.293;VALID;998.605;VALID;997.864;VALID;22.794;VALID;23.838;VALID;25.083;VALID;22.487;VALID;90.911;VALID;84.291;VALID;91.268;VALID;79.993;VALID;21.23;VALID;21.001;VALID;21.557;VALID;20.413;VALID;56.436;VALID;20.378;VALID;56.436;VALID;1.364;VALID;2.2;
1/2/21 7:00:07 PM;VALID;998.165;VALID;998.292;VALID;998.416;VALID;998.146;VALID;22.443;VALID;22.706;VALID;22.902;VALID;22.4;VALID;91.159;VALID;89.637;VALID;91.878;VALID;86.944;VALID;20.928;VALID;20.909;VALID;21.381;VALID;20.546;VALID;11.381;VALID;29.302;VALID;56.51;VALID;11.381;VALID;0.2;
1/2/21 8:00:07 PM;VALID;998.441;VALID;998.167;VALID;998.441;VALID;998.037;VALID;21.654;VALID;22.039;VALID;22.563;VALID;21.621;VALID;96.916;VALID;93.779;VALID;96.916;VALID;88.731;VALID;21.142;VALID;20.985;VALID;21.224;VALID;20.484;VALID;0.093;VALID;1.572;VALID;11.25;VALID;0.037;VALID;1.6;
1/2/21 9:00:07 PM;VALID;998.089;VALID;998.223;VALID;998.453;VALID;998.076;VALID;21.465;VALID;21.573;VALID;21.703;VALID;21.429;VALID;97.885;VALID;97.437;VALID;98.009;VALID;96.897;VALID;21.116;VALID;21.149;VALID;21.316;VALID;20.993;VALID;0.0;VALID;0.034;VALID;0.112;VALID;0.0;VALID;1.2;
1/2/21 10:00:07 PM;VALID;998.609;VALID;998.348;VALID;998.657;VALID;997.972;VALID;21.645;VALID;21.653;VALID;21.794;VALID;21.452;VALID;97.129;VALID;97.593;VALID;98.006;VALID;97.128;VALID;21.169;VALID;21.255;VALID;21.459;VALID;21.054;VALID;0.0;VALID;0.006;VALID;0.075;VALID;0.0;VALID;0.2;
1/2/21 11:00:07 PM;VALID;999.224;VALID;998.93;VALID;999.224;VALID;998.615;VALID;21.804;VALID;21.778;VALID;21.921;VALID;21.651;VALID;97.468;VALID;97.172;VALID;97.539;VALID;96.842;VALID;21.385;VALID;21.31;VALID;21.505;VALID;21.187;VALID;0.0;VALID;0.002;VALID;0.037;VALID;0.0;VALID;0.0;
1/3/21 12:00:06 AM;VALID;999.694;VALID;999.465;VALID;999.726;VALID;999.225;VALID;21.843;VALID;21.995;VALID;22.194;VALID;21.761;VALID;95.856;VALID;95.852;VALID;97.442;VALID;94.621;VALID;21.151;VALID;21.3;VALID;21.449;VALID;21.151;VALID;0.0;VALID;0.022;VALID;0.112;VALID;0.0;VALID;0.4;
1/3/21 1:00:06 AM;VALID;999.377;VALID;999.624;VALID;999.737;VALID;999.377;VALID;21.413;VALID;21.628;VALID;21.895;VALID;21.413;VALID;98.336;VALID;97.138;VALID;98.336;VALID;95.611;VALID;21.14;VALID;21.153;VALID;21.266;VALID;21.058;VALID;0.037;VALID;0.033;VALID;0.093;VALID;0.0;VALID;4.0;
1/3/21 2:00:06 AM;VALID;998.246;VALID;998.713;VALID;999.371;VALID;998.246;VALID;21.511;VALID;21.424;VALID;21.522;VALID;21.293;VALID;98.816;VALID;98.574;VALID;98.816;VALID;98.33;VALID;21.316;VALID;21.191;VALID;21.317;VALID;21.039;VALID;0.019;VALID;0.01;VALID;0.075;VALID;0.0;VALID;2.4;
1/3/21 3:00:06 AM;VALID;997.96;VALID;998.148;VALID;998.26;VALID;997.96;VALID;21.4;VALID;21.398;VALID;21.534;VALID;21.279;VALID;98.942;VALID;98.889;VALID;98.956;VALID;98.81;VALID;21.226;VALID;21.215;VALID;21.34;VALID;21.096;VALID;0.037;VALID;0.026;VALID;0.093;VALID;0.0;VALID;0.4;
1/3/21 4:00:06 AM;VALID;997.797;VALID;997.857;VALID;997.954;VALID;997.79;VALID;21.528;VALID;21.429;VALID;21.528;VALID;21.3;VALID;98.139;VALID;98.773;VALID;98.953;VALID;98.139;VALID;21.221;VALID;21.228;VALID;21.309;VALID;21.113;VALID;0.0;VALID;0.009;VALID;0.075;VALID;0.0;VALID;0.2;
1/3/21 5:00:06 AM;VALID;997.586;VALID;997.52;VALID;997.809;VALID;997.365;VALID;21.503;VALID;21.497;VALID;21.645;VALID;21.43;VALID;98.488;VALID;98.097;VALID;98.491;VALID;97.741;VALID;21.254;VALID;21.184;VALID;21.28;VALID;21.091;VALID;0.0;VALID;0.0;VALID;0.0;VALID;0.0;VALID;0.2;
1/3/21 6:00:06 AM;VALID;997.99;VALID;997.94;VALID;998.15;VALID;997.588;VALID;21.472;VALID;21.464;VALID;21.538;VALID;21.414;VALID;98.524;VALID;98.567;VALID;98.602;VALID;98.487;VALID;21.23;VALID;21.229;VALID;21.295;VALID;21.181;VALID;0.448;VALID;0.039;VALID;0.448;VALID;0.0;VALID;1.8;
1/3/21 7:00:06 AM;VALID;998.746;VALID;998.224;VALID;998.775;VALID;997.85;VALID;21.358;VALID;21.417;VALID;21.483;VALID;21.325;VALID;98.593;VALID;98.554;VALID;98.595;VALID;98.521;VALID;21.127;VALID;21.178;VALID;21.235;VALID;21.088;VALID;18.556;VALID;9.221;VALID;20.724;VALID;0.448;VALID;0.4;
1/3/21 8:00:07 AM;VALID;998.909;VALID;998.854;VALID;998.975;VALID;998.703;VALID;21.899;VALID;21.696;VALID;21.922;VALID;21.358;VALID;95.779;VALID;97.056;VALID;98.593;VALID;95.239;VALID;21.194;VALID;21.207;VALID;21.384;VALID;21.015;VALID;64.153;VALID;46.617;VALID;64.153;VALID;19.229;VALID;0.0;
1/3/21 9:00:07 AM;VALID;998.925;VALID;999.243;VALID;999.549;VALID;998.909;VALID;22.889;VALID;22.287;VALID;23.111;VALID;21.873;VALID;92.022;VALID;94.848;VALID;96.573;VALID;90.977;VALID;21.523;VALID;21.42;VALID;22.009;VALID;21.201;VALID;254.278;VALID;128.552;VALID;255.567;VALID;64.247;VALID;0.0;
1/3/21 10:00:07 AM;VALID;999.251;VALID;999.153;VALID;999.381;VALID;998.91;VALID;24.465;VALID;23.683;VALID;24.85;VALID;22.847;VALID;81.813;VALID;88.488;VALID;92.389;VALID;80.889;VALID;21.151;VALID;21.655;VALID;22.319;VALID;21.011;VALID;401.197;VALID;347.177;VALID;710.64;VALID;140.192;VALID;0.0;
1/3/21 11:00:07 AM;VALID;999.338;VALID;999.359;VALID;999.426;VALID;999.244;VALID;26.289;VALID;25.391;VALID;26.308;VALID;24.438;VALID;77.452;VALID;79.417;VALID;83.724;VALID;75.287;VALID;22.028;VALID;21.568;VALID;22.666;VALID;20.873;VALID;423.173;VALID;456.709;VALID;1125.161;VALID;187.06;VALID;0.0;
1/3/21 12:00:06 PM;VALID;998.733;VALID;999.118;VALID;999.379;VALID;998.725;VALID;27.395;VALID;26.62;VALID;27.441;VALID;25.653;VALID;71.579;VALID;74.977;VALID;79.469;VALID;70.072;VALID;21.802;VALID;21.809;VALID;22.658;VALID;21.009;VALID;735.157;VALID;624.19;VALID;1124.058;VALID;281.43;VALID;0.0;
1/3/21 1:00:06 PM;VALID;998.174;VALID;998.486;VALID;998.74;VALID;998.174;VALID;28.361;VALID;28.165;VALID;28.875;VALID;27.31;VALID;64.351;VALID;68.356;VALID;74.079;VALID;63.364;VALID;20.983;VALID;21.762;VALID;22.696;VALID;20.975;VALID;553.031;VALID;735.111;VALID;1154.631;VALID;409.662;VALID;0.0;
1/3/21 2:00:06 PM;VALID;997.699;VALID;997.903;VALID;998.169;VALID;997.691;VALID;28.43;VALID;28.467;VALID;29.067;VALID;28.038;VALID;64.574;VALID;65.194;VALID;69.6;VALID;61.819;VALID;21.104;VALID;21.292;VALID;22.579;VALID;20.448;VALID;361.767;VALID;465.692;VALID;719.703;VALID;292.419;VALID;0.0;
1/3/21 3:00:06 PM;VALID;997.265;VALID;997.384;VALID;997.706;VALID;997.195;VALID;28.449;VALID;28.981;VALID;29.724;VALID;28.373;VALID;64.116;VALID;62.746;VALID;65.649;VALID;59.814;VALID;21.007;VALID;21.152;VALID;22.268;VALID;20.442;VALID;124.607;VALID;481.889;VALID;1134.224;VALID;109.078;VALID;0.0;
1/3/21 4:00:06 PM;VALID;997.003;VALID;997.252;VALID;997.621;VALID;996.957;VALID;25.814;VALID;26.38;VALID;28.466;VALID;25.127;VALID;80.14;VALID;75.032;VALID;83.436;VALID;62.896;VALID;22.127;VALID;21.555;VALID;22.482;VALID;20.811;VALID;180.912;VALID;311.425;VALID;796.452;VALID;50.25;VALID;0.0;
1/3/21 5:00:06 PM;VALID;996.917;VALID;996.817;VALID;997.009;VALID;996.693;VALID;26.198;VALID;26.367;VALID;26.945;VALID;25.628;VALID;77.091;VALID;76.703;VALID;80.844;VALID;73.44;VALID;21.863;VALID;21.939;VALID;22.333;VALID;21.367;VALID;119.169;VALID;326.062;VALID;824.277;VALID;109.078;VALID;0.0;
1/3/21 6:00:06 PM;VALID;996.756;VALID;996.799;VALID;996.93;VALID;996.651;VALID;26.667;VALID;26.636;VALID;27.212;VALID;26.198;VALID;76.771;VALID;76.075;VALID;79.073;VALID;72.846;VALID;22.249;VALID;22.068;VALID;22.487;VALID;21.625;VALID;115.431;VALID;182.987;VALID;475.124;VALID;85.046;VALID;0.0;
1/3/21 7:00:07 PM;VALID;997.311;VALID;996.948;VALID;997.311;VALID;996.758;VALID;26.117;VALID;26.381;VALID;26.789;VALID;26.113;VALID;82.61;VALID;79.71;VALID;82.627;VALID;76.847;VALID;22.922;VALID;22.592;VALID;22.933;VALID;22.253;VALID;9.699;VALID;61.707;VALID;176.969;VALID;9.699;VALID;0.0;
1/3/21 8:00:07 PM;VALID;997.559;VALID;997.358;VALID;997.597;VALID;997.204;VALID;25.256;VALID;25.673;VALID;26.117;VALID;25.248;VALID;82.329;VALID;83.008;VALID;84.024;VALID;82.329;VALID;22.026;VALID;22.562;VALID;22.975;VALID;22.026;VALID;0.037;VALID;2.487;VALID;9.624;VALID;0.0;VALID;0.0;
1/3/21 9:00:07 PM;VALID;998.644;VALID;998.081;VALID;998.644;VALID;997.565;VALID;24.986;VALID;25.145;VALID;25.273;VALID;24.986;VALID;83.183;VALID;82.63;VALID;83.626;VALID;81.472;VALID;21.932;VALID;21.976;VALID;22.136;VALID;21.86;VALID;0.056;VALID;0.005;VALID;0.056;VALID;0.0;VALID;0.0;
1/3/21 10:00:07 PM;VALID;998.727;VALID;998.805;VALID;998.984;VALID;998.65;VALID;24.478;VALID;24.804;VALID;25.011;VALID;24.478;VALID;83.841;VALID;82.881;VALID;84.09;VALID;81.966;VALID;21.564;VALID;21.691;VALID;21.92;VALID;21.452;VALID;0.019;VALID;0.039;VALID;0.112;VALID;0.0;VALID;0.0;
1/3/21 11:00:06 PM;VALID;998.932;VALID;998.978;VALID;999.15;VALID;998.686;VALID;23.81;VALID;24.11;VALID;24.504;VALID;23.81;VALID;87.104;VALID;85.366;VALID;87.104;VALID;83.604;VALID;21.533;VALID;21.497;VALID;21.657;VALID;21.41;VALID;0.0;VALID;0.033;VALID;0.112;VALID;0.0;VALID;0.0;
1/4/21 12:00:06 AM;VALID;998.759;VALID;998.779;VALID;998.959;VALID;998.599;VALID;23.289;VALID;23.522;VALID;23.807;VALID;23.26;VALID;91.468;VALID;89.574;VALID;91.78;VALID;87.153;VALID;21.819;VALID;21.707;VALID;21.869;VALID;21.527;VALID;0.0;VALID;0.001;VALID;0.019;VALID;0.0;VALID;0.0;
1/4/21 1:00:06 AM;VALID;998.824;VALID;998.611;VALID;998.839;VALID;998.444;VALID;23.331;VALID;23.318;VALID;23.365;VALID;23.286;VALID;92.192;VALID;92.276;VALID;93.042;VALID;91.427;VALID;21.991;VALID;21.993;VALID;22.134;VALID;21.833;VALID;0.056;VALID;0.022;VALID;0.112;VALID;0.0;VALID;0.0;
